"X1";"name";"recipe"
489;"Frytki z warzyw";"1. Warzywa obierz i pokrój w słupki. 
2. Skrop rozpuszczonym masłem i oprósz przyprawami. 
3. Piecz w 200°C przez około 25 minut."
490;"Serek z oliwkami";"1. Oliwki pokrój w plasterki, bazylię posiekaj. 
2. Wymieszaj wszystkie składniki."
491;"Krem batatowo-marchewkowo-pomidorowy";"1. Pomidory sparz, usuń skórkę i pokrój w kostkę. 
2. Pozostałe warzywa obierz i również pokrój w kostkę. 
3. Na dnie garnka rozgrzej tłuszcz i podsmaż cebulę z czosnkiem. 
4. Dodaj pozostałe warzywa, przyprawy, wodę i gotuj do miękkości warzyw. 
5. Dodaj świeżą bazylię i zblenduj zupę na krem."
492;"Jajka w pomidorach z serem feta";"0. Cebulę i czosnek drobno posiekaj.
0. Na patelni rozgrzej tłuszcz i podsmaż cebulę z czosnkiem.
0. Dodaj szpinak i duś przez minutę.
0. Dodaj pomidory, przyprawy i smaż przez chwilę.
0. Wbij jajka i duś pod przykryciem do momentu ścięcia białka. 
0. Posyp pokruszonym serem feta."
493;"Złocisty koktajl z ananasem";"1. Obierz owoce. 
2. Zblenduj wszystkie składniki."
494;"Burgery z komosą i burakiem";"1. Odlej wodę z fasoli i ją opłucz. 
2. Do garnka wlej świeżą wodę i zagotuj ją.
3. Fasolę wrzuć do wrzącej wody i gotuj przez 45 - 60 minut, a następnie wystudź i zblenduj.
4. Przed ugotowaniem przepłucz komosę 1-2 razy pod bieżącą zimną wodą.
5. Komosę ugotuj według przepisu na opakowaniu. 
6. Buraka obierz i zetrzyj na tarce, cebulę i czosnek drobno posiekaj. 
7. Na patelni rozgrzej tłuszcz i podsmaż cebulę z czosnkiem. 
8. Wymieszaj zblendowaną fasolę z burakiem, komosą, cebulą, czosnkiem i przyprawami. 
9. Uformuj burgery i piecz w 190°C przez około 35-40 minut."
495;"Surówka z marchewki";"1. Marchew obierz i zetrzyj na tarce. 
2. Wymieszaj wszystkie składniki."
496;"Orzechowy jogurt";"1. Jogurt wymieszaj z masłem orzechowym."
497;"Ziołowa pasta z sera feta z oliwkami";"1. Zblenduj wszystkie składniki."
498;"Omlet marchwiowo-kokosowy";"1. Marchew obierz i zetrzyj na tarce.
2. Zmiksuj jaja z mąką, mlekiem roślinnym i przyprawami. Dodaj startą marchew i całość wymieszaj. 
3. Przygotowaną masę wylej na patelnię i przykryj pokrywką. 
4. Gdy masa się zetnie, omlet przerzuć na drugą stronę.
5. Omlet złóż na pół i wyłóż na talerz."
499;"Korzenny koktajl bananowy";"1. Wszystkie składniki zblenduj z mlekiem roślinnym."
500;"Pieczone kotlety z wołowiny";"1. Mięso dokładnie umyj, wysusz ręcznikiem papierowym i zmiel. 
2. Do miski włóż mięso, jajko i przyprawy. 
3. Wszystko wymieszaj i uformuj 2 równe kotlety. 
4. Rozgrzej piekarnik do 200°C. 
5. Włóż do foremek na muffinki i piecz około 25 minut na najwyższej półce w piekarniku."
501;"Frytki warzywne";"1. Warzywa umyj, obierz i pokrój w paski na frytki.
2. Przypraw i skrop olejem.
3. Piecz w piekarniku w 200°C przez około 25-30 minut."
502;"Szarlotkowy pudding chia";"1. Jabłka umyj, usuń gniazda nasienne i pokrój w kostkę. 
2. Na patelnię dodaj jabłka, delikatnie podlej wodą i duś do miękkości. 
3. Na koniec jabłka oprósz przyprawami i dodaj je do przygotowanego puddingu."
503;"Spring rollsy z warzywami";"1. Przygotuj warzywa: ogórka i marchewkę obierz i pokrój w słupki, paprykę pokrój w wąskie paseczki. Awokado obierz, pokrój w paski i skrop sokiem z cytryny. 
2. Papryczkę chilli drobno posiekaj. 
3. Papier ryżowy nawilż letnią wodą, nałóż przygotowane warzywa, rukolę i skrop sosem sojowym.  
4. Zawijaj je jak krokiety."
504;"Pudding jaglany z bananem";"1. Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
2. Kaszę ugotuj na mleku.
3. Zblenduj kaszę z bananem.
5. Pudding posyp posiekanymi orzechami."
505;"Koktajl malina-jabłko";"1. Wszystkie składniki zblenduj z mlekiem roślinnym."
506;"Krewetki w chilli z czosnkiem";"1. Krewetki umyj, posól i odstaw na bok.
2. Drobno pokrój czosnek i papryczkę chili.
3. Na patelni rozgrzej olej i dodaj czosnek z papryczką.
4. Po chwili dodaj krewetki, pozostaw je na średnim ogniu przez 4-5 minut z każdej strony. 
5. Dopraw do smaku pieprzem, całość posyp posiekaną natką pietruszki i kolendrą."
507;"Sałatka z pomidora i cebulki";"1. Pomidora pokrój w kostkę.
2. Cebulę drobno posiekaj.
3. Wymieszaj wszystkie składniki."
508;"Sałatka z kurczakiem";"1. Mięso dopraw i zgrilluj. Pokrój na paski.
2. Pomidora pokrój w kostkę, ogórka w plastry, a paprykę w paski.
3. Wymieszaj wszystkie składniki, skop oliwą i dopraw.
3. Sałatkę posyp pestkami dyni."
509;"Owsianka z karmelizowanym jabłkiem i orzechami";"1. Płatki ugotuj na mleku roślinnym.
2. Z jabłka wydrąż gniazdo nasienne, pokrój je w kostkę.
3. Podsmaż jabłko na maśle klarowanym z cukrem kokosowym i cynamonem. Dodaj do owsianki.
4. Danie posyp posiekanymi orzechami."
510;"Bananowe placuszki z kakao";"1. Zblenduj wszystkie składniki. 
2. Smaż placuszki na rozgrzanym oleju nakładając ciasto łyżką."
511;"Kurczak w otrębach";"1. Kurczaka przypraw, obtocz w jajku, a następnie w otrębach.
2. Usmaż na rozgrzanym oleju."
512;"Kasza jaglana z ziołami";"1. Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
2. Kaszę ugotuj według przepisu na opakowaniu. 
3. Do ugotowanej kaszy wrzuć pokrojoną pietruszkę i tymianek."
513;"Surówka z białej kapusty z chili";"1. Kapustę opłucz, osusz i poszatkuj. 
2. Drobno posiekaj papryczkę chilli i dymkę. 
3. Wymieszaj wszystkie składniki."
514;"Zupa krem z pieczonych warzyw";"1. Rozgrzej piekarnik do 190°C. 
2. Marchew, seler, bataty i ziemniaki obierz, pokrój w kostkę. Blachę wyłóż papierem do pieczenia i dodaj pokrojone warzywa.  
3. Piecz około 25-30 minut. 
4. Do garnka wlej olej, dodaj pokrojoną cebulę i czosnek, pozostaw na ogniu przez 3-4 minuty. Dodaj upieczone warzywa, zalej wodą tak, aby je przykryć. 
5. Zupę dokładnie zblenduj na gładki krem, jeśli będzie za gęsta, dodaj jeszcze trochę wody. 
6. Dopraw solą, pieprzem i papryką."
515;"Sałatka z szynką i awokado";"1. Awokado obierz i pokrój w kostkę, szczypiorek posiekaj.
2. Wyłóż rukolę na talerz, dodaj awokado oraz plastry szynki, posyp posiekanym szczypiorkiem. Oprósz solą i pieprzem.
3. Wymieszaj oliwę z musztardą i sokiem z cytryny. Dressingiem skrop sałatkę."
516;"Budyń jaglany z masłem orzechowym";"1. Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
2. Kaszę ugotuj na mleku.
3. Do ugotowanej kaszy dodaj masło orzechowe, wymieszaj i jeszcze przez chwilę podgrzej całość.
4. Zblenduj kaszę z bananem.
5. Wyłóż do miseczek, posyp ziarenkami granatu, skrop syropem klonowym."
517;"Koktajl z jabłka i selera";"1. Wszystkie składniki zblenduj."
518;"Roladki drobiowe z suszonymi pomidorami";"1. Mięso rozbij i przypraw.
2. Faszeruj mięso suszonymi pomidorami i mozarellą.
3. Zwiń mięso w roladkę.
4. Piecz w rozgrzanym do 180°C przez około 35 minut pod przykryciem."
519;"Gotowana marchewka";"1.  Marchewki pokrój w ćwiartki.
2. Ugotuj z dodatkiem soli i cukru kokosowego."
520;"Zupa curry z jarmużem";"1. W garnku na oleju zeszklij pokrojoną cebulę. 
2. Dodaj starty imbir oraz posiekany czosnek.
3. Po chwili dodaj kurkumę i pokrojoną papryczkę chili, zalej wodą i zagotuj.
4. Dodaj obrane i pokrojone w kosteczkę ziemniaki i paprykę. 
5. Przykryj, zmniejsz ogień, dopraw solą i pieprzem, gotuj pod przykryciem przez około 15 minut.
6. Dodaj mleczko kokosowe, posiekane liście jarmużu bez twardej części pośrodku i gotuj już bez przykrycia przez około 5 minut co chwilę mieszając. 
7. Dopraw sokiem z limonki i podawaj z posiekaną kolendrą."
521;"Pieczarki faszerowane soczewicą";"1. Nasiona czerwonej soczewicy ugotuj bez namaczania przez 15 do 20 minut w podwójnej ilości wody w stosunku do ilości soczewicy.
2. Pieczarki obierz i usuń korzenie (wybierz duże pieczarki, będzie łatwiej je nafaszerować).
3. Pomidory podduś z cebulą, czosnkiem i przyprawami, na koniec dodaj soczewicę.
4. Pieczarki faszeruj soczewicą z pomidorami i posyp startą mozzarella.
5. Piecz w piekarniku przez około 25 minut w 180°C."
522;"Owsianka z chia i granatem";"1. Płatki zalej wrzątkiem, dodaj chia, wymieszaj i odstaw pod przykryciem na 15 minut.
2. Płatki zalej gorącym mlekiem.
3. Posyp granatem i skrop syropem klonowym."
523;"Krem rafaello";"1. Wszystkie składniki przełóż do garnka i gotuj do momentu aż masa zgęstnieje. 
2. Zblenduj składniki aż do powstania jednolitej masy."
524;"Kurczak w sosie pieczarkowo-cebulowym";"1. Mięso pokrój w kostkę, pieczarki w plastry, a cebulę w piórka.
2. Na rozgrzanym maśle podsmaż cebulę i pieczarki.
3. Dodaj kurczaka i podsmaż razem.
4. Dodaj przyprawy, podlej wodą i duś chwilę razem.
5. Przed podaniem posyp posiekaną natką pietruszki."
525;"Grillowany kurczak w miksie sałat";"1. Kurczaka umyj, osusz papierowym ręcznikiem i włóż do miseczki. 
2. Posyp mięso solą, pieprzem, słodką papryczką, tymiankiem i bazylią.
3. Marynuj około 1 godziny.
4. Mięso grilluj na patelni. 
5. Do miski włóż zielone liście, na tarce zetrzyj marchewkę i pietruszkę. 
6. Dodaj plastry zielonego ogórka i awokado.
7. Oprósz przyprawami i skrop oliwą.
8. Mięso pokrój w plastry i wyłóż na sałatkę."
526;"Omlet z awokado";"1. Jaja ubij do momentu utworzenia piany, a następnie wymieszaj z solą i pieprzem. 
2. Na patelni rozgrzej olej i wlej masę jajeczną. 
3. Na omlecie ułóż szpinak, pokrojone w plastry awokado, pomidorki koktajlowe, posyp szczypiorkiem, przykryj pokrywką i smaż do momentu ścięcia białka."
527;"Smoothie bowl z mrożonych malin";"1. Owoce zblenduj.
2. Smoothie przelej do miseczki i posyp nasionami chia."
528;"Dorsz z kiszoną kapustą";"1. Dorsza przypraw.
2. W naczyniu żaroodpornym wyłóż kapustę kiszoną wymieszaną ze startą marchewką.
3. Na kapustę wyłóż dorsza i obłóż masłem klarowanym.
4. Piecz w rozgrzanym do 180°C przez około 30 minut pod przykryciem."
529;"Chłodnik z awokado i krewetkami";"1. Obierz awokado, usuń pestkę i skrop je sokiem z cytryny. 
2. Następnie pokrój awokado i ogórka w kostkę. 
3. Dodaj do miseczki wraz z mleczkiem kokosowym, bazylią, solą morską i pieprzem. 
4. Wszystkie składniki zblenduj i włóż do lodówki na 30 minut.
5. Na patelni rozgrzej masło klarowane, wyciśnij przez praskę czosnek i dodaj krewetki. 
6. Duś je na średnim ogniu, dodaj sól i pieprz . 
7. Chłodnik podawaj z krewetkami."
530;"Pęczotto z pomidorem i cebulką";"1. Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
2. Kaszę ugotuj według przepisu na opakowaniu.
3. Pomidora pokrój w kostkę, a cebulę drobno posiekaj.
4. Jogurt wymieszaj z solą i pieprzem.
5. Wymieszaj wszystkie składniki."
531;"Owocowa owsianka";"1. Płatki ugotuj na wodzie według instrukcji na opakowaniu. 
2. Daktyle zalej wrzątkiem i odstaw najlepiej na 10-20 minut. Daktyle pokrój w kostkę. 
2. Do płatków owsianych dodaj pokrojonego banana, wiórki kokosowe, pokrojone daktyle i przyprawy. 
3. Owsiankę posyp pistacjami i jagodami."
532;"Warstwowy deser z musem mango";"1. Połowę jogurtu zblenduj z bananem, a drugą połowę z mango. 
2. W szklance ułóż naprzemiennie warstwy musów. 
3. Deser posyp posiekanymi pistacjami."
533;"Makaron z tofu i pomidorami";"0. Ugotuj makaron zgodnie z przepisem podanym na opakowaniu.
0. Na patelni rozgrzej tłuszcz.
0. Wrzuć przeciśnięty przez praskę czosnek, pokrojonego w kostkę pomidora oraz tofu.
0. Po chwili dodaj oliwki przekrojone na pół, sok z cytryny, sos sojowy oraz przyprawy.
0. Całość duś przez około 5-6 minut.
0. Na makaron nałóż przygotowany sos, a całość posyp posiekaną posiekaną kolendrą i sezamem."
534;"Słupki warzyw z masłem orzechowym";"1. Marchew obierz, pokrój warzywa w słupki.
2. Podawaj z masłem z nerkowców."
535;"Sałatka z cukinią i soczewicą";"1. Nasiona czerwonej soczewicy ugotuj bez namaczania przez 15 do 20 minut w podwójnej ilości wody w stosunku do ilości soczewicy.
2. Cukinię pokrój w plastry, brokuły podziel na różyczki i ugotuj na parze. 
3. Pomidora pokrój w kostkę, papryczkę chilli posiekaj. 
4. Wymieszaj wszystkie składniki i dopraw."
536;"Jajka sadzone po azjatycku";"1. Cebulę i papryczkę chili drobno posiekaj, skrop octem winnym. 
2. Na patelni rozgrzej tłuszcz, wbij jaja i przykryj pokrywką. 
3. Smaż do momentu ścięcia się białek. Pod koniec smażenia omlet posyp sezamem.
4. Usmażone jajka posyp cebulą i papryczką.
5. Na koniec posyp posiekaną kolendrą."
537;"Sałatka warzywna";"1. Pomidora pokrój w kostkę, ogórka i oliwki w plastry.
2. Szpinak wyłóż na talerz, ułóż pokrojone warzywa. 
3. Skrop oliwą, oprósz solą i pieprzem."
538;"Zielony koktajl na każdą porę dnia";"1. Zblenduj wszystkie składniki."
539;"Orientalny ryż z soczewicą, papryką i marchewką";"0. Przepłucz ryż 1-2 razy pod bieżącą zimną wodą.
0. Cebulę i czosnek drobno posiekaj. 
0. Na patelni rozgrzej tłuszcz, dodaj cebulę i czosnek, smaż 2-3 minuty. Dodaj ryż, zalej 1 szklanką wody i zagotuj. 
0. Następnie dodaj soczewicę i gotuj 8-10 minut. 
0. Marchew zetrzyj na tarce o grubych oczkach, a paprykę pokrój w paski. 
0. Warzywa dodaj na patelnię wraz pomidorami w sosie własnym i gotuj do czasu, aż ryż będzie miękki. W razie potrzeby dolej jeszcze trochę wody. 
0. Dopraw przyprawami. 
0. Gotowe danie posyp posiekaną kolendrą i posiekaną papryczką chili."
540;"Surówka z marchewki z żurawiną";"1. Żurawinę zalej wrzątkiem i odstaw najlepiej na 15 minut
2. Marchew obierz, zetrzyj na tarce.
3. Wymieszaj z żurawiną, nasionami chia oraz cynamonem. 
4. Surówkę skrop oliwą."
541;"Risotto z tofu";"1. Przed ugotowaniem przepłucz ryż 1-2 razy pod bieżącą, zimną wodą.
2. Ryż ugotuj według przepisu na opakowaniu. 
3. Tofu i pomidora pokrój w kostkę. 
4. Na patelni rozgrzej tłuszcz, dodaj tofu, pomidora i sos sojowy. Duś przez 5 minut. 
5. Na koniec dodaj szpinak i duś jeszcze 2 minuty. 
6. Dopraw do smaku. 
7. Ryż dodaj na patelnię i wszystkie składniki wymieszaj. 
8. Całość posyp posiekaną kolendrą."
542;"Jaglanka z mango i sosem orzechowym";"1. Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
2. Kaszę ugotuj na mleku roślinnym według przepisu na opakowaniu. 
3. Daktyle zalej wrzątkiem i odstaw najlepiej na 10-20 minut. 
4. Mango pokrój w kostkę. 
5. Masło z nerkowców wymieszaj z syropem klonowym i sokiem wyciśniętym z cytryny. 
6. Do jaglanki dodaj mango, posiekane daktyle i polej sosem orzechowym."
543;"Koktajl marchwiowo-owocowy";"1. Marchew obierz i pokrój w cienkie plastry.
2. Zblenduj wszystkie składniki."
544;"Pieczone kotleciki z dodatkami";"1. Mięso zmiel w maszynce, dodaj posiekane brokuły, jajko oraz przyprawy.
2. Uformuj pulpety i piecz w temperaturze 180° przez około 20-25 minut. 
3. Cukinię pokrój w plastry i dodaj do piekarnika na około 15 minut przez końcem pieczenia."
545;"Kasza jaglana";"1. Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
2. Kaszę ugotuj według przepisu na opakowaniu. 
3. Kaszę skrop oliwą z oliwek."
546;"Vege rollsy";"1. Ogórka, marchew i awokado obierz. Z awokado usuń pestkę, a z papryki gniazdo nasienne. 
2. Warzywa i awokado pokrój w słupki, tofu w kostkę.
3. Awokado skrop sokiem wyciśniętym z cytryny. 
4. Papier ryżowy nawilż letnią wodą, nałóż przygotowane warzywa, tofu, szpinak i skrop sosem sojowym.
5. Zwijaj je jak krokiety."
547;"Jaglanka z kurkumą i pomarańczą";"1.Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą. 
2. Ugotuj kaszę na mleku roślinnym z dodatkiem przypraw. 
3. Do jaglanki dodaj pokrojone w kostkę pomarańcze i posiekane daktyle."
548;"Koktajl malinowo-kokosowy";"1. Wszystkie składniki zblenduj."
549;"Pęczak ze szpinakiem i suszonymi pomidorami";"1. Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
2. Kaszę ugotuj według przepisu na opakowaniu. 
3. Na oleju podsmaż posiekany czosnek, po chwili dodaj szpinak, duś 3 minuty. 
4. Do szpinaku dodaj suszone pomidory pokrojone w plastry i pozostaw na ogniu przez 3-4 minuty. 
5. Zawartość patelni wymieszaj z ugotowaną kaszą i dopraw. 
6. Danie posyp posiekaną natką."
550;"Indyk grillowany w curry";"1. Indyka przypraw i grilluj."
551;"Krem z kalafiora";"1. Do garnka wlej olej i posiekany czosnek i chwilę podsmaż. 
2. Następnie dodaj kalafiora, a póżniej wodę – powinno być jej tyle, aby tylko zakryła kalafiora.
3. Gotuj pod przykryciem przez około 10-15 minut.
4. Zupę dokładnie zblenduj na gładki krem, jeśli jest za gęsta, dodaj jeszcze trochę wody. 
5. Dopraw do smaku pieprzem, gałką muszkatołową i sokiem z cytryny.
6. Zupę przed podaniem posyp pestkami dyni."
552;"Sałatka z łososia i awokado";"1. Łososia przypraw solą, pieprzem i zgrilluj. Pokrój na kawałki. 
2. Awokado i ogórka pokrój w kostkę. 
4. Wymieszaj wszystkie składniki, skrop oliwą i sokiem z limonki."
553;"Omlet ze szpinakiem i pomidorkami";"1. Na patelni rozpuść masło, dodaj starty czosnek i chwilę podsmaż. 
2. Dodaj szpinak i pozostaw na ogniu przez 2-3 minuty. 
3. Zmiksowane jajka z mlekiem i mąką dodaj na patelnię, ułóż przekrojone na połówki pomidorki koktajlowe i przykryj pokrywką. 
4. Gdy masa się zetnie, omlet przerzuć na drugą stronę.
5. Omlet złóż na pół i wyłóż na talerz.
6. Posyp posiekanym szczypiorkiem i dopraw pieprzem."
554;"Żółte smoothie";"1. Wszystkie składniki zblenduj z wodą."
555;"Ryż z curry";"1. Przed ugotowaniem przepłucz ryż 1-2 razy pod bieżącą zimną wodą.
2. Ryż ugotuj według przepisu na opakowaniu. 
3. Wymieszaj ryż z curry i masłem ghee."
556;"Sałatka z awokado, ogórka i pomidora";"1. Awokado, ogórka i pomidora pokrój w kostkę.
2. Dodaj pokrojoną papryczkę chili bez pestek.
3. W oddzielnej miseczce połącz oliwę, musztardę, sok z limonki i ocet z przyprawami i delikatnie wymieszaj z sałatką."
557;"Pasta brokułowa z fetą";"1. Brokuły ugotuj.
2. Zblenduj wszystkie składniki i dopraw pastę pieprzem."
558;"Chleb żytni na zakwasie";NA
559;"Czekoladowa owsianka z malinami";"1. Płatki ugotuj na mleku roślinnym z dodatkiem kakao. 
2. Rozmrożone maliny zblenduj z cukrem kokosowym. 
3. Do owsianki dodaj mus i posyp posiekaną czekoladą i pokrojonymi daktylami."
560;"Praliny śliwka w czekoladzie";"1. Owoce suszone zalej wrzątkiem i odstaw na 10-20 minut.
2. Orzechy laskowe i migdały zmiel na ""mąkę"".
3. Dodaj do niej wcześniej namoczone owoce, połowę kakao i wodę. Zmiksuj na kleistą masę.
4. Z powstałej masy ulep małe kuleczki, obtocz je w pozostałym kakao i wstaw na 15-20 minut do lodówki."
561;"Makaron z marchewką i papryką";"1. Makaron ugotuj według przepisu na opakowaniu. 
2. Obraną marchew zetrzyj na tarce. 
3. Paprykę i papryczkę chili pokrój w cienkie paski. 
4. W woku podsmaż  czosnek. 
5. Dodaj paprykę i smaż przez 2-3 minuty. 
6. Dodaj marchew i smaż kolejne 2-3 minuty. 
7.  Dodaj makaron, papryczkę chili, sos i wymieszaj. 
8. Zdejmij z ognia, posyp posiekanym szczypiorkiem."
562;"Grillowany łosoś w migdałach";"1. Umyj łososia i osusz.
2. Dopraw do smaku i skrop sokiem z cytryny.
3. Rozgrzej piekarnik do 180 °C.
4. Rybę ułóż na blaszce, wstaw do piekarnika i piecz przez 15 minut.
5. Po wyjęciu z pieca posyp płatkami migdałów."
563;"Sałatka z brokułem i jajkiem";"1. Brokuły gotuj na parze przez około 3 minuty.
2. Jaja ugotuj na twardo, ostudź i pokrój w ósemki.
3. Pomidorki przekrój na pół, brokuły podziel na różyczki.
4. Połącz wszystkie składniki, dopraw solą i pieprzem, skrop oliwą i posyp słonecznikiem."
564;"Sałatka ze szpinakiem i suszonymi pomidorami";"1. Suszone pomidory pokrój w paski, ogórka w plastry.
2. Przygotowane warzywa ułóż na szpinaku, posyp pokruszonym serem feta i skrop octem balsamicznym."
